#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	TON007.B0101.metaphlan3	TON006.B0101.metaphlan3	TON005.B0101.metaphlan3	TON004.B0101.metaphlan3	TON003.B0101.metaphlan3	TON001.C0101.metaphlan3	TAP003.B0101.metaphlan3	TAP001.B0101.metaphlan3	SIG047.A0101.metaphlan3	SIG046.A0201.metaphlan3	SIG046.A0101.metaphlan3	SIG045.A0101.metaphlan3	SIG044.A0101.metaphlan3	SIG043.A0101.metaphlan3	SIG042.A0101.metaphlan3	SIG041.A0101.metaphlan3	SIG040.A0201.metaphlan3	SIG040.A0101.metaphlan3	SIG039.A0101.metaphlan3	SIG038.A0101.metaphlan3	SIG037.A0101.metaphlan3	SIG036.A0101.metaphlan3	SIG035.A0101.metaphlan3	SIG034.A0101.metaphlan3	SIG033.A0101.metaphlan3	SIG032.A0101.metaphlan3	SIG031.A0101.metaphlan3	SIG026.A0101.SG1.1.metaphlan3	SIG025.A0101.SG1.1.metaphlan3	SIG024.A0101.SG1.1.metaphlan3	SIG021.A0101.SG1.1.metaphlan3	SIG018.A0101.SG1.1.metaphlan3	SIG010.A0101.SG1.1.metaphlan3	SIG005.A0101.SG1.1.metaphlan3	SIG004.A0101.SG1.1.metaphlan3	SIG002.A0101.SG1.1.metaphlan3	SIG001.A0101.SG1.1.metaphlan3	RAP002.A0101.metaphlan3	RAP001.A0101.metaphlan3	PVD001.A0101.metaphlan3	PAH003.A0101.metaphlan3	PAH002.A0101.metaphlan3	PAH001.A0102.metaphlan3	NMU131.A0101.metaphlan3	NMU130.A0101.metaphlan3	NMU129.A0101.metaphlan3	NMU128.A0101.metaphlan3	NMU127.A0101.metaphlan3	NMU126.A0101.metaphlan3	NMU125.A0101.metaphlan3	NMU124.A0101.metaphlan3	NMU123.A0101.metaphlan3	NMU122.A0101.metaphlan3	NMU121.A0101.metaphlan3	NMU120.A0101.metaphlan3	NMU119.A0101.metaphlan3	NMU118.A0101.metaphlan3	NMU117.A0101.metaphlan3	NMU116.A0101.metaphlan3	NMU115.A0101.metaphlan3	NMU089.A0101.SG1.1.metaphlan3	NMU067.A0101.SG1.1.metaphlan3	NMU065.A0101.SG1.1.metaphlan3	NMU059.A0101.SG1.1.metaphlan3	NMU047.A0101.SG1.1.metaphlan3	NMU021.A0101.SG1.1.metaphlan3	NMU020.A0101.SG1.1.metaphlan3	NMU014.A0101.SG1.1.metaphlan3	NMU009.A0101.SG1.1.metaphlan3	NMU001.A0101.SG1.1.metaphlan3	LIB030.A0115.metaphlan3	LIB030.A0114.metaphlan3	LIB030.A0113.metaphlan3	LIB030.A0112.metaphlan3	LIB027.A0136.metaphlan3	HPD007.B0101.metaphlan3	HPD006.B0101.metaphlan3	HPD005.B0101.metaphlan3	HPD004.A0101.SG1.1.metaphlan3	HPD003.A0101.SG1.1.metaphlan3	HPD002.A0101.SG1.1.metaphlan3	HPD001.A0101.SG1.1.metaphlan3	HCLVMBCX2-3505-33-00-01_S33.metaphlan3	HCLVMBCX2-3505-32-00-01_S32.metaphlan3	HCLVMBCX2-3505-31-00-01_S31.metaphlan3	HCLVMBCX2-3505-29-00-01_S29.metaphlan3	HCLVMBCX2-3505-28-00-01_S28.metaphlan3	HCLVMBCX2-3505-27-00-01_S27.metaphlan3	HCLVMBCX2-3505-26-00-01_S26.metaphlan3	HCLVMBCX2-3505-25-00-01_S25.metaphlan3	HCLVMBCX2-3505-24-00-01_S24.metaphlan3	HCLVMBCX2-3505-23-00-01_S23.metaphlan3	HCLVMBCX2-3505-22-00-01_S22.metaphlan3	HCLVMBCX2-3505-21-00-01_S21.metaphlan3	HCLVMBCX2-3505-20-00-01_S20.metaphlan3	HCLVMBCX2-3505-19-00-01_S19.metaphlan3	HCLVMBCX2-3505-18-00-01_S18.metaphlan3	HCLVMBCX2-3505-17-00-01_S17.metaphlan3	HCLVMBCX2-3505-16-00-01_S16.metaphlan3	HCLVMBCX2-3505-15-00-01_S15.metaphlan3	HCLVMBCX2-3505-14-00-01_S14.metaphlan3	HCLVMBCX2-3505-13-00-01_S13.metaphlan3	HCLVMBCX2-3505-12-00-01_S12.metaphlan3	HCLVMBCX2-3505-11-00-01_S11.metaphlan3	HCLVMBCX2-3505-10-00-01_S10.metaphlan3	HCLVMBCX2-3505-09-00-01_S9.metaphlan3	HCLVMBCX2-3505-08-00-01_S8.metaphlan3	HCLVMBCX2-3505-07-00-01_S7.metaphlan3	HCLVMBCX2-3505-06-00-01_S6.metaphlan3	HCLVMBCX2-3505-05-00-01_S5.metaphlan3	HCLVMBCX2-3505-04-00-01_S4.metaphlan3	HCLVMBCX2-3505-03-00-01_S3.metaphlan3	HCLVMBCX2-3505-02-00-01_S2.metaphlan3	HCLVMBCX2-3505-01-00-01_S1.metaphlan3	FUT024.B0101.metaphlan3	FUT021.B0101.metaphlan3	FUT018.B0101.metaphlan3	EXB037.A3401.metaphlan3	EXB037.A3301.metaphlan3	EXB037.A3201.metaphlan3	EXB037.A3101.metaphlan3	EXB037.A3001.metaphlan3	EXB037.A2901.metaphlan3	EFE006.B0101.metaphlan3	EFE005.B0101.metaphlan3	EFE004.B0101.metaphlan3	EFE003.B0101.metaphlan3	EFE002.B0101.metaphlan3	ATT002.A0101.metaphlan3	ATT001.A0101.metaphlan3	AON002.A0101.metaphlan3	AON001.A0101.metaphlan3	ANN004.A0101.metaphlan3	ANN003.A0101.metaphlan3	ANN002.A0101.metaphlan3	ANN001.A0101.metaphlan3	ANK001.A0101.metaphlan3	AMH004.A0101.metaphlan3	AMH003.A0101.metaphlan3	AMH002.A0101.metaphlan3	AMH001.A0101.metaphlan3	AKI002.A0101.metaphlan3	AKI001.A0101.metaphlan3	AHK001.A0101.metaphlan3
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2|976|200643|171549|171551	0	0	0	0	0	0.23261	0.22314	0.02304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08712	0.09387	0.04533	0	0	0	0	0	0	0	0	0	0	0.2305	0.81949	0.12091	0	0	0	1.20809	0.01065	0	0	0	0	0	0	0	0	0	0	0	0	0.15944	0	0.13645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16282	0.01644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04825	0.04257	1.30808	0.14103	0.04009	6.26517	3.01997	1.33094	1.20231	0.40934	10.83211	0	0.11548	0	0.77768	3.38435	3.00385	4.62863	0.04742	1.02784	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonadaceae_unclassified	2|976|200643|171549|171551|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonadaceae_unclassified|s__Porphyromonadaceae_bacterium_KH3CP3RA	2|976|200643|171549|171551||1855396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	2|976|200643|171549|171551|836	0	0	0	0	0	0.23261	0.22314	0.02304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08712	0.09387	0.04533	0	0	0	0	0	0	0	0	0	0	0.2305	0.81949	0.12091	0	0	0	0	0.01065	0	0	0	0	0	0	0	0	0	0	0	0	0.15944	0	0.13645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16282	0.01644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04825	0.04257	1.30808	0.14103	0.04009	6.26517	3.01997	1.33094	1.20231	0.40934	10.83211	0	0.11548	0	0.77768	3.38435	3.00385	4.62863	0.04742	1.02784	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_canoris	2|976|200643|171549|171551|836|36875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_catoniae	2|976|200643|171549|171551|836|41976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06327	0.07022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_endodontalis	2|976|200643|171549|171551|836|28124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis	2|976|200643|171549|171551|836|837	0	0	0	0	0	0.23261	0.22314	0.02304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08712	0.09387	0.04533	0	0	0	0	0	0	0	0	0	0	0.09715	0.03274	0.12091	0	0	0	0	0.01065	0	0	0	0	0	0	0	0	0	0	0	0	0.15944	0	0.13645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02036	0.01644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04825	0.04257	1.30808	0.14103	0.04009	6.26517	3.01997	1.33094	1.20231	0.40934	10.83211	0	0.11548	0	0.77768	3.38435	3.00385	4.62863	0.04742	1.02784	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae	2|976|200643|171549|171551|836|322095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_oral_taxon_278	2|976|200643|171549|171551|836|712437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091	0.30981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69623	1.88739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03142	0	0	0	0	0	0.01535	0	0	0	0.01296	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	2|976|200643|171549|171552|838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69623	1.88739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03142	0	0	0	0	0	0.01535	0	0	0	0.01296	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	2|976|200643|171549|171552|838|28131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02992	0.29244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii	2|976|200643|171549|171552|838|840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37184	1.03705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_micans	2|976|200643|171549|171552|838|189723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pleuritidis	2|976|200643|171549|171552|838|407975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01535	0	0	0	0.01296	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_saccharolytica	2|976|200643|171549|171552|838|633701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29447	0.55791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0	5.24935	2.67451	7.35567	2.69445	0	0.53226	0.25758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26445	0	0.70931	1.81739	1.4553	0	0	0	0	0	0	0	0	0	0	1.86421	1.29044	2.34608	0	0	0	0	3.33426	1.46938	0.41298	0.41209	1.45581	3.26917	0.41946	0.82909	5.42265	3.48417	0.14719	0.39751	0.43616	2.00767	0	3.41865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57465	0.75843	2.00314	0	0	0	0	0	0	0	0	0	0	0.08527	0	0	0	0	0	0	0	0	0	0.23069	0	0	0	0	0	0.15894	0.43368	0	0	0.37735	0	0	0	0	0	3.36591	0.68577	0	0	0	0	0	0	0	0.53021	1.42664	3.13313	0.9939	0.21912	1.42341	4.09225	4.01012	8.08907	2.54208	7.432	3.38789	2.54581	0	0.32868	5.26084	10.95954	4.26489	7.51657	2.73129	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella	2|976|200643|171549|2005525|195950	0	5.24935	2.67451	7.35567	2.69445	0	0.53226	0.25758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26445	0	0.70931	1.81739	1.4553	0	0	0	0	0	0	0	0	0	0	1.86421	1.29044	2.34608	0	0	0	0	3.33426	1.46938	0.41298	0.41209	1.45581	3.26917	0.41946	0.82909	5.42265	3.48417	0.14719	0.39751	0.43616	2.00767	0	3.41865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57465	0.75843	2.00314	0	0	0	0	0	0	0	0	0	0	0.08527	0	0	0	0	0	0	0	0	0	0.23069	0	0	0	0	0	0.15894	0.43368	0	0	0.37735	0	0	0	0	0	3.36591	0.68577	0	0	0	0	0	0	0	0.53021	1.42664	3.13313	0.9939	0.21912	1.42341	4.09225	4.01012	8.08907	2.54208	7.432	3.38789	2.54581	0	0.32868	5.26084	10.95954	4.26489	7.51657	2.73129	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_forsythia	2|976|200643|171549|2005525|195950|28112	0	5.24935	2.67451	7.35567	2.69445	0	0.53226	0.25758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26445	0	0.70931	1.81739	1.4553	0	0	0	0	0	0	0	0	0	0	1.65736	0.58159	2.34608	0	0	0	0	3.33426	1.46938	0.41298	0.28692	1.45581	3.26917	0.41946	0.82909	5.42265	3.45716	0.14719	0.39751	0.43616	1.83277	0	3.41865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57465	0.61114	2.00314	0	0	0	0	0	0	0	0	0	0	0.08527	0	0	0	0	0	0	0	0	0	0.23069	0	0	0	0	0	0.15894	0.43368	0	0	0.37735	0	0	0	0	0	3.36591	0.68577	0	0	0	0	0	0	0	0.53021	1.42664	3.13313	0.9939	0.21912	1.39351	4.09225	4.01012	8.08907	2.54208	7.432	3.38789	2.54581	0	0.32868	5.26084	10.95954	4.26489	7.51657	2.73129	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_808	2|976|200643|171549|2005525|195950|712711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12517	0	0	0	0	0	0.02701	0	0	0	0.1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_HOT_286	2|976|200643|171549|2005525|195950|712710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20684	0.70884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2|976|117743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82849	2.29484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01567	0	0	0.15535	0	0.03693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06371	1.89979	0.20118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14298	0	0	0	0	0	0	0	0	0.463	0	0	0	0	0.02489	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82849	2.29484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01567	0	0	0.15535	0	0.03693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06371	1.89979	0.20118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14298	0	0	0	0	0	0	0	0	0.463	0	0	0	0	0.02489	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	2|976|117743|200644|49546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82849	2.29484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01567	0	0	0.15535	0	0.03693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06371	1.89979	0.20118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14298	0	0	0	0	0	0	0	0	0.463	0	0	0	0	0.02489	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	2|976|117743|200644|49546|1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82849	2.29484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01567	0	0	0.15535	0	0.03693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06371	1.89979	0.20118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14298	0	0	0	0	0	0	0	0	0.463	0	0	0	0	0.02489	0	0	0	0
