#mpa_v30_CHOCOPhlAn_201901
clade_name	clade_taxid	TON007.B0101.metaphlan.profile	TON006.B0101.metaphlan.profile	TON005.B0101.metaphlan.profile	TON004.B0101.metaphlan.profile	TON003.B0101.metaphlan.profile	TON001.C0101.metaphlan.profile	TAP003.B0101.metaphlan.profile	TAP001.B0101.metaphlan.profile	SIG047.A0101.metaphlan.profile	SIG046.A0201.metaphlan.profile	SIG046.A0101.metaphlan.profile	SIG045.A0101.metaphlan.profile	SIG044.A0101.metaphlan.profile	SIG043.A0101.metaphlan.profile	SIG042.A0101.metaphlan.profile	SIG041.A0101.metaphlan.profile	SIG040.A0201.metaphlan.profile	SIG040.A0101.metaphlan.profile	SIG039.A0101.metaphlan.profile	SIG038.A0101.metaphlan.profile	SIG037.A0101.metaphlan.profile	SIG036.A0101.metaphlan.profile	SIG035.A0101.metaphlan.profile	SIG034.A0101.metaphlan.profile	SIG033.A0101.metaphlan.profile	SIG032.A0101.metaphlan.profile	SIG031.A0101.metaphlan.profile	SIG026.A0101.metaphlan.profile	SIG025.A0101.metaphlan.profile	SIG024.A0101.metaphlan.profile	SIG021.A0101.metaphlan.profile	SIG018.A0101.metaphlan.profile	SIG010.A0101.metaphlan.profile	SIG005.A0101.metaphlan.profile	SIG004.A0101.metaphlan.profile	SIG002.A0101.metaphlan.profile	SIG001.A0101.metaphlan.profile	RAP002.A0101.metaphlan.profile	RAP001.A0101.metaphlan.profile	PVD001.A0101.metaphlan.profile	PAH003.A0101.metaphlan.profile	PAH002.A0101.metaphlan.profile	PAH001.A0102.metaphlan.profile	NMU131.A0101.metaphlan.profile	NMU130.A0101.metaphlan.profile	NMU129.A0101.metaphlan.profile	NMU128.A0101.metaphlan.profile	NMU127.A0101.metaphlan.profile	NMU126.A0101.metaphlan.profile	NMU125.A0101.metaphlan.profile	NMU124.A0101.metaphlan.profile	NMU123.A0101.metaphlan.profile	NMU122.A0101.metaphlan.profile	NMU121.A0101.metaphlan.profile	NMU120.A0101.metaphlan.profile	NMU119.A0101.metaphlan.profile	NMU118.A0101.metaphlan.profile	NMU117.A0101.metaphlan.profile	NMU116.A0101.metaphlan.profile	NMU115.A0101.metaphlan.profile	NMU089.A0101.metaphlan.profile	NMU067.A0101.metaphlan.profile	NMU065.A0101.metaphlan.profile	NMU059.A0101.metaphlan.profile	NMU047.A0101.metaphlan.profile	NMU021.A0101.metaphlan.profile	NMU020.A0101.metaphlan.profile	NMU014.A0101.metaphlan.profile	NMU009.A0101.metaphlan.profile	NMU001.A0101.metaphlan.profile	LIB030.A0115.metaphlan.profile	LIB030.A0114.metaphlan.profile	LIB030.A0113.metaphlan.profile	LIB030.A0112.metaphlan.profile	LIB027.A0136.metaphlan.profile	HPD007.B0101.metaphlan.profile	HPD006.B0101.metaphlan.profile	HPD005.B0101.metaphlan.profile	HPD004.A0101.metaphlan.profile	HPD003.A0101.metaphlan.profile	HPD002.A0101.metaphlan.profile	HPD001.A0101.metaphlan.profile	HCLVMBCX2-3505-33-00-01_S33.metaphlan.profile	HCLVMBCX2-3505-32-00-01_S32.metaphlan.profile	HCLVMBCX2-3505-31-00-01_S31.metaphlan.profile	HCLVMBCX2-3505-29-00-01_S29.metaphlan.profile	HCLVMBCX2-3505-28-00-01_S28.metaphlan.profile	HCLVMBCX2-3505-27-00-01_S27.metaphlan.profile	HCLVMBCX2-3505-26-00-01_S26.metaphlan.profile	HCLVMBCX2-3505-25-00-01_S25.metaphlan.profile	HCLVMBCX2-3505-24-00-01_S24.metaphlan.profile	HCLVMBCX2-3505-23-00-01_S23.metaphlan.profile	HCLVMBCX2-3505-22-00-01_S22.metaphlan.profile	HCLVMBCX2-3505-21-00-01_S21.metaphlan.profile	HCLVMBCX2-3505-20-00-01_S20.metaphlan.profile	HCLVMBCX2-3505-19-00-01_S19.metaphlan.profile	HCLVMBCX2-3505-18-00-01_S18.metaphlan.profile	HCLVMBCX2-3505-17-00-01_S17.metaphlan.profile	HCLVMBCX2-3505-16-00-01_S16.metaphlan.profile	HCLVMBCX2-3505-15-00-01_S15.metaphlan.profile	HCLVMBCX2-3505-14-00-01_S14.metaphlan.profile	HCLVMBCX2-3505-13-00-01_S13.metaphlan.profile	HCLVMBCX2-3505-12-00-01_S12.metaphlan.profile	HCLVMBCX2-3505-11-00-01_S11.metaphlan.profile	HCLVMBCX2-3505-10-00-01_S10.metaphlan.profile	HCLVMBCX2-3505-09-00-01_S9.metaphlan.profile	HCLVMBCX2-3505-08-00-01_S8.metaphlan.profile	HCLVMBCX2-3505-07-00-01_S7.metaphlan.profile	HCLVMBCX2-3505-06-00-01_S6.metaphlan.profile	HCLVMBCX2-3505-05-00-01_S5.metaphlan.profile	HCLVMBCX2-3505-04-00-01_S4.metaphlan.profile	HCLVMBCX2-3505-03-00-01_S3.metaphlan.profile	HCLVMBCX2-3505-02-00-01_S2.metaphlan.profile	HCLVMBCX2-3505-01-00-01_S1.metaphlan.profile	FUT024.B0101.metaphlan.profile	FUT021.B0101.metaphlan.profile	FUT018.B0101.metaphlan.profile	EXB037.A3401.metaphlan.profile	EXB037.A3301.metaphlan.profile	EXB037.A3201.metaphlan.profile	EXB037.A3101.metaphlan.profile	EXB037.A3001.metaphlan.profile	EXB037.A2901.metaphlan.profile	EFE006.B0101.metaphlan.profile	EFE005.B0101.metaphlan.profile	EFE004.B0101.metaphlan.profile	EFE003.B0101.metaphlan.profile	EFE002.B0101.metaphlan.profile	ATT002.A0101.metaphlan.profile	ATT001.A0101.metaphlan.profile	AON002.A0101.metaphlan.profile	AON001.A0101.metaphlan.profile	ANN004.A0101.metaphlan.profile	ANN003.A0101.metaphlan.profile	ANN002.A0101.metaphlan.profile	ANN001.A0101.metaphlan.profile	ANK001.A0101.metaphlan.profile	AMH004.A0101.metaphlan.profile	AMH003.A0101.metaphlan.profile	AMH002.A0101.metaphlan.profile	AMH001.A0101.metaphlan.profile	AKI002.A0101.metaphlan.profile	AKI001.A0101.metaphlan.profile	AHK001.A0101.metaphlan.profile
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	2|976|200643|171549|171552|838|52227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00593	0	0.0013	0	0	0	0	0	0	0	0.00234	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	2|976|200643|171549|171552|838|28131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13764	0.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0.00258	0.0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03196	0.00551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii	2|976|200643|171549|171552|838|840	0	0	0	0	0	0	0	0	0.07498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53984	1.41653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06443	0.4128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00569	0	0	0	0.02132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05434	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_maculosa	2|976|200643|171549|171552|838|439703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_micans	2|976|200643|171549|171552|838|189723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0.0445	0	0	0.00612	0	0	0.00263	0	0	0	0.12444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oralis	2|976|200643|171549|171552|838|28134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pleuritidis	2|976|200643|171549|171552|838|407975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04958	0	0	0	0.05057	0	0.02002	0	0.01856	0	0	0	0.00415	0	0.0017	0	0	0.02009	0	0.00335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17653	0	0	0.02507	0.15208	0.01901	0	0	0	0.01037	0	0.02132	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_saccharolytica	2|976|200643|171549|171552|838|633701	0	0	0	0	0	0	0	0	0.10382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39354	0.60112	0	0.08897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02545	0.00862	0	0	0.04209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03743	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_shahii	2|976|200643|171549|171552|838|228603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_376	2|976|200643|171549|171552|838|712466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.72484	5.24588	2.54064	8.63992	3.70281	0.06392	1.61088	0.84681	0.1507	0	0	0	2.97102	0	0.63724	0	0	0	0	0	1.3808	0	1.4753	0	2.22461	4.44571	3.34827	0	0	0	0	0	0	0	0	0	0	1.82231	1.29296	5.74177	0.94254	0.71369	0.74154	0	5.27051	2.08452	1.34393	1.10159	3.64762	4.54911	1.25326	2.7991	10.33315	4.87159	0.72727	0.98241	1.28752	4.64	0.19068	9.12984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72791	1.07909	2.37871	0	0	0	0	0	0	0	0	0.48727	0	0.45717	0	0	0	0	0	0	0	0	0	1.39199	0.90609	0.18114	1.14013	0.52977	2.88915	2.08101	1.41609	0	0.25557	1.03689	0.90817	4.31338	0.02704	0.03039	0	7.10611	1.6372	0	0	0	0	0	0	0	1.34514	3.30015	5.54756	1.94754	0.87828	2.21132	6.60992	6.06974	12.61243	5.56338	13.12149	6.4711	7.13901	0	1.07304	10.90359	16.59714	7.28902	11.66179	3.48111	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella	2|976|200643|171549|2005525|195950	0.72484	5.24588	2.54064	8.63992	3.70281	0.06392	1.61088	0.84681	0.1507	0	0	0	2.97102	0	0.63724	0	0	0	0	0	1.3808	0	1.4753	0	2.22461	4.44571	3.34827	0	0	0	0	0	0	0	0	0	0	1.82231	1.29296	5.74177	0.94254	0.71369	0.74154	0	5.27051	2.08452	1.34393	1.10159	3.64762	4.54911	1.25326	2.7991	10.33315	4.87159	0.72727	0.98241	1.28752	4.64	0.19068	9.12984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72791	1.07909	2.37871	0	0	0	0	0	0	0	0	0.48727	0	0.45717	0	0	0	0	0	0	0	0	0	1.39199	0.90609	0.18114	1.14013	0.52977	2.88915	2.08101	1.41609	0	0.25557	1.03689	0.90817	4.31338	0.02704	0.03039	0	7.10611	1.6372	0	0	0	0	0	0	0	1.34514	3.30015	5.54756	1.94754	0.87828	2.21132	6.60992	6.06974	12.61243	5.56338	13.12149	6.4711	7.13901	0	1.07304	10.90359	16.59714	7.28902	11.66179	3.48111	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_forsythia	2|976|200643|171549|2005525|195950|28112	0.72484	5.24588	2.54064	8.63992	3.70281	0.06392	1.61088	0.84681	0	0	0	0	2.97102	0	0.63724	0	0	0	0	0	1.13503	0	1.4753	0	2.22461	4.44571	3.34827	0	0	0	0	0	0	0	0	0	0	1.59155	0.59159	5.74177	0.65251	0.71369	0.74154	0	5.27051	2.08452	1.31723	0.78525	3.64762	4.53667	1.1487	2.7991	10.31414	4.79318	0.70281	0.90597	1.28752	4.40127	0.19068	9.0701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71159	0.81344	2.30103	0	0	0	0	0	0	0	0	0.48727	0	0.45717	0	0	0	0	0	0	0	0	0	1.39199	0.21206	0	0.49491	0.43426	0	2.08101	1.41609	0	0.23641	1.03689	0.90817	4.31338	0.02704	0.03039	0	7.10611	1.57912	0	0	0	0	0	0	0	1.33043	3.2608	5.53622	1.94754	0.87828	2.15652	6.60992	6.06974	12.61243	5.56338	13.12149	6.45654	7.1326	0	1.07304	10.90359	16.59714	7.28902	11.66179	3.48111	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_808	2|976|200643|171549|2005525|195950|712711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0.0267	0.31634	0	0.01244	0.07756	0	0.01543	0.07841	0.02446	0.07644	0	0.22382	0	0.05975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01164	0.01275	0.06681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05808	0	0	0	0	0	0	0	0.01471	0.03935	0.01134	0	0	0.05339	0	0	0	0	0	0.01305	0.00641	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_HOT_286	2|976|200643|171549|2005525|195950|712710	0	0	0	0	0	0	0	0	0.1507	0	0	0	0	0	0	0	0	0	0	0	0.24577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23077	0.69744	0	0.29003	0	0	0	0	0	0	0	0	0	0.027	0	0.00357	0	0	0	0	0.01492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00469	0.2529	0.01087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68716	0.18114	0.64522	0.09551	2.88915	0	0	0	0.01915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00141	0	0	0	0	0	0.00151	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	2|976|117743	0	0	0	0	0	0	0.0095	0	2.22965	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84971	2.25477	0.06232	1.14775	0.04697	0	0	0.01959	0	0.01803	0	0.03236	0.01037	0.12447	0.10265	0.02787	0	0.15762	0.03005	0.07104	0.22321	0	0.08826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20442	2.17133	0.23981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09261	0.73204	0	0	0.19751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04733	0.16931	0	0	0.00334	0	0	0	0	0.02352	1.38895	0	0	0	0	0.12834	0.02327	0.00271	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	2|976|117743|200644	0	0	0	0	0	0	0.0095	0	2.22965	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84971	2.25477	0.06232	1.14775	0.04697	0	0	0.01959	0	0.01803	0	0.03236	0.01037	0.12447	0.10265	0.02787	0	0.15762	0.03005	0.07104	0.22321	0	0.08826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20442	2.17133	0.23981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09261	0.73204	0	0	0.19751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04733	0.16931	0	0	0.00334	0	0	0	0	0.02352	1.38895	0	0	0	0	0.12834	0.02327	0.00271	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	2|976|117743|200644|49546	0	0	0	0	0	0	0.0095	0	2.22965	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84971	2.25477	0.06232	1.14775	0.04697	0	0	0.01959	0	0.01803	0	0.03236	0.01037	0.12447	0.10265	0.02787	0	0.15762	0.03005	0.07104	0.22321	0	0.08826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20442	2.17133	0.23981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09261	0.73204	0	0	0.19751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04733	0.16931	0	0	0.00334	0	0	0	0	0.02352	1.38895	0	0	0	0	0.12834	0.02327	0.00271	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	2|976|117743|200644|49546|1016	0	0	0	0	0	0	0.0095	0	2.22965	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84971	2.25477	0.06232	1.14775	0.04697	0	0	0.01959	0	0.01803	0	0.03236	0.01037	0.12447	0.10265	0.02787	0	0.15762	0.03005	0.07104	0.22321	0	0.08826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20442	2.17133	0.23981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09261	0.73204	0	0	0.19751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04733	0.16931	0	0	0.00334	0	0	0	0	0.02352	1.38895	0	0	0	0	0.12834	0.02327	0.00271	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_gingivalis	2|976|117743|200644|49546|1016|1017	0	0	0	0	0	0	0	0	0.07675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01778	0.6072	0	0.08141	0.00944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00375	0.29542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19544	0	0	0.02895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29052	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_granulosa	2|976|117743|200644|49546|1016|45242	0	0	0	0	0	0	0	0	0.26676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01279	0.13605	0	0.47003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56628	0.00289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02246	0.05456	0	0	0.05768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13845	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_haemolytica	2|976|117743|200644|49546|1016|45243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25975	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_leadbetteri	2|976|117743|200644|49546|1016|327575	0	0	0	0	0	0	0	0	0.9914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01827	0.36589	0	0.12693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29535	0	0	0.05238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04671	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_ochracea	2|976|117743|200644|49546|1016|1018	0	0	0	0	0	0	0.0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60819	0.27355	0.06232	0.16619	0.03753	0	0	0.01959	0	0.01803	0	0.01403	0.01037	0.123	0.10265	0.02787	0	0.14461	0.03005	0.02475	0.19721	0	0.08826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15009	0.3477	0.23692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05576	0	0	0	0.01013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04733	0.16931	0	0	0.00334	0	0	0	0	0.02352	0.34984	0	0	0	0	0.12834	0.02327	0.00271	0	0
