KO_gene	Gene_name	Pathway
K12447  USP	UDP-sugar pyrophosphorylase [EC:2.7.7.64]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13379  RGP, UTM	reversibly glycosylated polypeptide / UDP-arabinopyranose mutase [EC:2.4.1.- 5.4.99.30]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01209  abfA	alpha-L-arabinofuranosidase [EC:3.2.1.55]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15921  xynD	arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K20844  abf1	non-reducing end alpha-L-arabinofuranosidase [EC:3.2.1.55]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K16190  GLCAK	glucuronokinase [EC:2.7.1.43]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K10011  arnA, pmrI	UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K07806  arnB, pmrH	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K10012  arnC, pmrF	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13014  arnD	undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K08678  UXS1, uxs	UDP-glucuronate decarboxylase [EC:4.1.1.35]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12449  AXS	UDP-apiose/xylose synthase	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00770  E2.4.2.24	1,4-beta-D-xylan synthase [EC:2.4.2.24]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15920  XYL4	xylan 1,4-beta-xylosidase [EC:3.2.1.37]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01198  xynB	xylan 1,4-beta-xylosidase [EC:3.2.1.37]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K22268  xylA	xylan 1,4-beta-xylosidase [EC:3.2.1.37]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12448  UXE, uxe	UDP-arabinose 4-epimerase [EC:5.1.3.5]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02779  ptsG	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02791  malX	maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K20118  ptsG, glcA, glcB	glucose PTS system EIICBA or EIICB component [EC:2.7.1.199]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00845  glk	glucokinase [EC:2.7.1.2]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K25026  glk	glucokinase [EC:2.7.1.2]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12407  GCK	glucokinase [EC:2.7.1.2]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00886  ppgK	polyphosphate glucokinase [EC:2.7.1.63]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01835  pgm	phosphoglucomutase [EC:5.4.2.2]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15778  pmm-pgm	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15779  PGM2	phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00963  UGP2, galU, galF	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12450  RHM	UDP-glucose 4,6-dehydratase [EC:4.2.1.76]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12451  UER1	3,5-epimerase/4-reductase [EC:5.1.3.- 1.1.1.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00012  UGDH, ugd	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K06118  SQD1, sqdB	UDP-sulfoquinovose synthase [EC:3.13.1.1]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00849  galK	galactokinase [EC:2.7.1.6]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00965  galT, GALT	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01784  galE, GALE	UDP-glucose 4-epimerase [EC:5.1.3.2]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01854  glf	UDP-galactopyranose mutase [EC:5.4.99.9]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K17716  capD	UDP-glucose 4-epimerase [EC:5.1.3.2]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K08679  GAE, cap1J	UDP-glucuronate 4-epimerase [EC:5.1.3.6]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K18677  GALAK	galacturonokinase [EC:2.7.1.44]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13648  GAUT	alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02793  manXa	mannose PTS system EIIA component [EC:2.7.1.191]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02794  manX	mannose PTS system EIIAB component [EC:2.7.1.191]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02795  manY	mannose PTS system EIIC component	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02796  manZ	mannose PTS system EIID component	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01810  GPI, pgi	glucose-6-phosphate isomerase [EC:5.3.1.9]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K06859  pgi1	glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13810  tal-pgi	transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15916  pgi-pmi	glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01809  manA, MPI	mannose-6-phosphate isomerase [EC:5.3.1.8]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K17497  PMM	phosphomannomutase [EC:5.4.2.8]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01840  manB	phosphomannomutase [EC:5.4.2.8]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K16881  K16881	mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00966  GMPP	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00971  manC, cpsB	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K16011  algA, xanB, rfbA, wbpW, pslB	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01711  gmd, GMDS	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15856  rmd	GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K22252  tld	GDP-6-deoxy-D-talose 4-dehydrogenase [EC:1.1.1.135]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K13010  per, rfbE	perosamine synthetase [EC:2.6.1.102]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K17939  perB, wbdR	GDP-perosamine N-acetyltransferase [EC:2.3.1.227]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02377  TSTA3, fcl	GDP-L-fucose synthase [EC:1.1.1.271]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K10046  GME	GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00066  algD	GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K05305  FUK	fucokinase [EC:2.7.1.52]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00976  FPGT	fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K25314  FKGP, fkp	fucokinase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.52 2.7.7.30]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K25315  AFKP80	arabinokinase / fucokinase / arabinose-1-phosphate guanylyltransferase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.- 2.7.7.- 2.7.1.52 2.7.7.30]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00978  rfbF	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01709  rfbG	CDP-glucose 4,6-dehydratase [EC:4.2.1.45]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12452  ascC, ddhC, rfbH	CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00523  ascD, ddhD, rfbI	CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12453  rfbS	CDP-paratose synthetase [EC:1.1.1.342]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12454  rfbE	CDP-paratose 2-epimerase [EC:5.1.3.10]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K12455  rfbJ	CDP-abequose synthase [EC:1.1.1.341]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K19632  rfbJ	CDP-abequose synthase [EC:1.1.1.341]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15857  ascE	CDP-3, 6-dideoxy-D-glycero-D-glycero-4-hexulose-5-epimerase [EC:5.1.-.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15858  ascF	CDP-3, 6-dideoxy-D-glycero-L-glycero-4-hexulose-4-reductase [EC:1.1.1.-]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K00975  glgC	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	ko00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01895  ACSS1_2, acs	acetyl-CoA synthetase [EC:6.2.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01913  AAE7, ACN1	acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00169  porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00170  porB	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00172  porC, porG	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00189  vorG, porG	2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00171  porD	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K03737  por, nifJ	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00174  korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00175  korB, oorB, oforB	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00163  aceE	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00161  PDHA, pdhA	pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00162  PDHB, pdhB	pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00627  DLAT, aceF, pdhC	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00382  DLD, lpd, pdhD	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	ko00620 Pyruvate metabolism [PATH:ko00620]
K13997  PDHX	dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex	ko00620 Pyruvate metabolism [PATH:ko00620]
K00656  E2.3.1.54, pflD	formate C-acetyltransferase [EC:2.3.1.54]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00132  E1.2.1.10	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	ko00620 Pyruvate metabolism [PATH:ko00620]
K04072  adhE	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K04073  mhpF	acetaldehyde dehydrogenase [EC:1.2.1.10]	ko00620 Pyruvate metabolism [PATH:ko00620]
K18366  bphJ, xylQ, nahO, tesF	acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]	ko00620 Pyruvate metabolism [PATH:ko00620]
K04021  eutE	aldehyde dehydrogenase	ko00620 Pyruvate metabolism [PATH:ko00620]
K13951  ADH1_7	alcohol dehydrogenase 1/7 [EC:1.1.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K13980  ADH4	alcohol dehydrogenase 4 [EC:1.1.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K13952  ADH6	alcohol dehydrogenase 6 [EC:1.1.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K13953  adhP	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K13954  yiaY	alcohol dehydrogenase [EC:1.1.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00001  E1.1.1.1, adh	alcohol dehydrogenase [EC:1.1.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00121  frmA, ADH5, adhC	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K18857  ADH1	alcohol dehydrogenase class-P [EC:1.1.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00002  AKR1A1, adh	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K12957  ahr	alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183]	ko00620 Pyruvate metabolism [PATH:ko00620]
K13979  yahK	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K14028  mdh1, mxaF	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	ko00620 Pyruvate metabolism [PATH:ko00620]
K14029  mdh2, mxaI	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00114  exaA	alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	ko00620 Pyruvate metabolism [PATH:ko00620]
K04022  eutG	alcohol dehydrogenase	ko00620 Pyruvate metabolism [PATH:ko00620]
K22473  adhA	alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5]	ko00620 Pyruvate metabolism [PATH:ko00620]
K22474  adhB	alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00925  ackA	acetate kinase [EC:2.7.2.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00625  pta	phosphate acetyltransferase [EC:2.3.1.8]	ko00620 Pyruvate metabolism [PATH:ko00620]
K13788  pta	phosphate acetyltransferase [EC:2.3.1.8]	ko00620 Pyruvate metabolism [PATH:ko00620]
K15024  K15024	putative phosphotransacetylase [EC:2.3.1.8]	ko00620 Pyruvate metabolism [PATH:ko00620]
K04020  eutD	phosphotransacetylase	ko00620 Pyruvate metabolism [PATH:ko00620]
K00873  PK, pyk	pyruvate kinase [EC:2.7.1.40]	ko00620 Pyruvate metabolism [PATH:ko00620]
K12406  PKLR	pyruvate kinase isozymes R/L [EC:2.7.1.40]	ko00620 Pyruvate metabolism [PATH:ko00620]
K11262  ACACA	acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01946  ACACB	acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01962  accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	ko00620 Pyruvate metabolism [PATH:ko00620]
K02160  accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	ko00620 Pyruvate metabolism [PATH:ko00620]
K01961  accC	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01963  accD	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	ko00620 Pyruvate metabolism [PATH:ko00620]
K11263  bccA, pccA	acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]	ko00620 Pyruvate metabolism [PATH:ko00620]
K18472  accD6	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01512  acyP	acylphosphatase [EC:3.6.1.7]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00128  ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ko00620 Pyruvate metabolism [PATH:ko00620]
K14085  ALDH7A1	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00149  ALDH9A1	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00138  aldB	aldehyde dehydrogenase [EC:1.2.1.-]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01067  E3.1.2.1, ACH1	acetyl-CoA hydrolase [EC:3.1.2.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K18118  aarC, cat1	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01026  pct	propionate CoA-transferase [EC:2.8.3.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01905  acdA	acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]	ko00620 Pyruvate metabolism [PATH:ko00620]
K22224  acdB	acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]	ko00620 Pyruvate metabolism [PATH:ko00620]
K24012  acdAB	acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00158  E1.2.3.3, poxL	pyruvate oxidase [EC:1.2.3.3]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00101  lldD	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	ko00620 Pyruvate metabolism [PATH:ko00620]
K26113  lctD	lactate dehydrogenase (NAD+,ferredoxin) subunit LctD [EC:1.3.1.110]	ko00620 Pyruvate metabolism [PATH:ko00620]
K26114  lctC	lactate dehydrogenase (NAD+,ferredoxin) subunit LctC	ko00620 Pyruvate metabolism [PATH:ko00620]
K26115  lctB	lactate dehydrogenase (NAD+,ferredoxin) subunit LctB	ko00620 Pyruvate metabolism [PATH:ko00620]
K00016  LDH, ldh	L-lactate dehydrogenase [EC:1.1.1.27]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00156  poxB	pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00467  E1.13.12.4	lactate 2-monooxygenase [EC:1.13.12.4]	ko00620 Pyruvate metabolism [PATH:ko00620]
K03778  ldhA	D-lactate dehydrogenase [EC:1.1.1.28]	ko00620 Pyruvate metabolism [PATH:ko00620]
K03777  dld	D-lactate dehydrogenase (quinone) [EC:1.1.5.12]	ko00620 Pyruvate metabolism [PATH:ko00620]
K21836  dld	D-lactate dehydrogenase (acceptor) [EC:1.1.99.6]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00102  LDHD, dld	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	ko00620 Pyruvate metabolism [PATH:ko00620]
K18930  dld	D-lactate dehydrogenase	ko00620 Pyruvate metabolism [PATH:ko00620]
K21618  DLD3	(R)-2-hydroxyglutarate---pyruvate transhydrogenase [EC:1.1.99.40]	ko00620 Pyruvate metabolism [PATH:ko00620]
K17741  GRE2	NADPH-dependent methylglyoxal reductase [EC:1.1.1.283]	ko00620 Pyruvate metabolism [PATH:ko00620]
K23257  yvgN	methylglyoxal/glyoxal reductase [EC:1.1.1.283 1.1.1.-]	ko00620 Pyruvate metabolism [PATH:ko00620]
K07248  aldA	lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]	ko00620 Pyruvate metabolism [PATH:ko00620]
K19266  E1.2.1.22	lactaldehyde dehydrogenase [EC:1.2.1.22]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01759  GLO1, gloA	lactoylglutathione lyase [EC:4.4.1.5]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01069  gloB, gloC, HAGH	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	ko00620 Pyruvate metabolism [PATH:ko00620]
K05523  hchA	D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]	ko00620 Pyruvate metabolism [PATH:ko00620]
K18881  DJ1D	D-lactate dehydratase [EC:4.2.1.130]	ko00620 Pyruvate metabolism [PATH:ko00620]
K22211  GLX3, HSP31	D-lactate dehydratase [EC:4.2.1.130]	ko00620 Pyruvate metabolism [PATH:ko00620]
K22373  larA	lactate racemase [EC:5.1.2.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00049  GRHPR	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	ko00620 Pyruvate metabolism [PATH:ko00620]
K12972  ghrA	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00090  ghrB	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00027  ME2, sfcA, maeA	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00028  E1.1.1.39	malate dehydrogenase (decarboxylating) [EC:1.1.1.39]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00029  E1.1.1.40, maeB	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01571  oadA	oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K20509  madB, oadB, gcdB, mmdB	carboxybiotin decarboxylase [EC:7.2.4.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01573  oadG	oxaloacetate decarboxylase (Na+ extruding) subunit gamma	ko00620 Pyruvate metabolism [PATH:ko00620]
K01003  bcpA	oxaloacetate decarboxylase [EC:4.1.1.112]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01958  PC, pyc	pyruvate carboxylase [EC:6.4.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01959  pycA	pyruvate carboxylase subunit A [EC:6.4.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01960  pycB	pyruvate carboxylase subunit B [EC:6.4.1.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00025  MDH1	malate dehydrogenase [EC:1.1.1.37]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00026  MDH2	malate dehydrogenase [EC:1.1.1.37]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00024  mdh	malate dehydrogenase [EC:1.1.1.37]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00051  E1.1.1.82	malate dehydrogenase (NADP+) [EC:1.1.1.82]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00116  mqo	malate dehydrogenase (quinone) [EC:1.1.5.4]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01676  E4.2.1.2A, fumA, fumB	fumarate hydratase, class I [EC:4.2.1.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01677  E4.2.1.2AA, fumA	fumarate hydratase subunit alpha [EC:4.2.1.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01678  E4.2.1.2AB, fumB	fumarate hydratase subunit beta [EC:4.2.1.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01679  E4.2.1.2B, fumC, FH	fumarate hydratase, class II [EC:4.2.1.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01675  fumD	fumarate hydratase D [EC:4.2.1.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01774  fumE	fumarate hydratase E [EC:4.2.1.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00244  frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
