#OTU ID	EXB037.A2901	EXB037.A3001	EXB037.A3101	EXB037.A3201	EXB037.A3301	EXB037.A3401	HCLVMBCX2-3505-13-00-01_S13	HCLVMBCX2-3505-19-00-01_S19	HCLVMBCX2-3505-32-00-01_S32	LIB030.A0112	LIB030.A0113	LIB030.A0114	LIB030.A0115
Paraburkholderia nodosa	0	0	10	0	0	0	0	0	0	0	0	0	15
Paraburkholderia phenazinium	80	81	23	22	39	0	0	0	0	57	47	77	61
Paraburkholderia phymatum	0	0	0	2	0	0	0	0	0	0	0	0	5
Paraburkholderia phytofirmans	0	0	0	0	0	0	0	0	0	0	11	0	9
Paraburkholderia piptadeniae	0	0	17	0	0	0	0	0	0	0	0	0	18
Paraburkholderia ribeironis	0	0	0	0	0	0	0	0	0	12	0	0	9
Paraburkholderia sartisoli	0	0	11	0	0	0	0	0	0	0	4	0	17
Paraburkholderia silvatlantica	0	0	14	5	0	0	0	0	0	11	0	0	32
Paraburkholderia sp. BL18I3N2	0	0	0	0	0	0	0	0	0	2	6	0	0
Paraburkholderia sp. CCGE1002	0	0	0	0	0	0	0	0	0	0	0	0	3
Paraburkholderia sp. SOS3	0	0	0	5	0	0	0	0	0	0	0	7	32
Paraburkholderia sprentiae	0	0	12	0	0	0	0	0	0	0	0	0	17
Paraburkholderia susongensis	0	0	13	0	0	0	0	0	0	0	0	0	7
Paraburkholderia tropica	0	0	27	12	13	0	0	0	0	0	17	0	65
Paraburkholderia tuberum	0	0	7	0	0	0	0	0	0	0	0	0	0
Paraburkholderia unamae	0	0	13	12	0	0	0	0	0	0	5	7	33
Paraburkholderia xenovorans	0	0	0	0	22	11	0	0	0	0	0	10	0
Parachlamydia acanthamoebae	0	0	0	0	0	0	0	0	0	7	0	0	0
Paracoccus alcaliphilus	12	0	0	26	0	3	0	0	0	0	0	0	0
Paracoccus aminophilus	0	0	0	12	0	0	0	0	0	0	0	0	0
Paracoccus aminovorans	13	14	0	46	27	6	0	0	0	0	10	0	0
Paracoccus contaminans	10	20	0	14	103	10	0	0	0	0	0	0	0
Paracoccus denitrificans	9	10	0	30	15	0	0	0	0	0	0	0	0
Paracoccus halophilus	27	21	0	43	28	0	0	0	0	0	0	0	0
Paracoccus jeotgali	5	0	0	23	12	0	0	0	0	0	0	0	0
Paracoccus lutimaris	0	0	0	17	0	0	0	0	0	0	0	0	0
Paracoccus pantotrophus	11	17	0	24	9	0	0	0	0	0	0	0	0
Paracoccus saliphilus	0	0	0	89	0	9	0	0	0	4	0	0	0
Paracoccus sp. 228	12	0	54	13923	15	20	0	0	0	11	11	10	13
Paracoccus sp. BM15	0	0	0	30	0	0	0	0	0	0	0	0	0
Paracoccus sp. SM22M-07	0	0	0	320	0	0	0	0	0	0	0	0	0
Paracoccus tibetensis	0	0	0	98	14	0	0	0	0	10	0	0	0
Paracoccus versutus	0	10	0	10	18	0	0	0	0	0	0	0	0
Paracoccus yeei	33	196	10	127	67	17	0	0	0	0	10	0	0
Paracoccus zhejiangensis	7	0	0	283	10	0	0	0	0	0	0	0	0
Paraeggerthella hongkongensis	0	0	0	0	0	0	16	0	0	0	42	0	0
Pararheinheimera texasensis	0	0	0	7	0	0	0	0	0	11	13	0	0
Parvimonas micra	0	0	8	0	0	0	0	0	0	0	20	0	0
Patulibacter minatonensis	0	0	0	0	0	0	0	0	0	5	0	0	15
Paucibacter sp. KCTC 42545	10	11	25	19	15	0	5	282	28	50	13	15	0
Pectobacterium brasiliense	0	0	0	0	0	0	0	0	0	0	0	0	5
Pectobacterium carotovorum	0	0	14	0	0	0	0	0	0	0	0	4	1
Pediococcus acidilactici	0	0	0	0	0	0	0	0	0	8	6	0	0
Pedobacter arcticus	0	0	0	0	0	0	0	0	0	2	0	0	0
Pedobacter cryoconitis	0	0	0	0	0	0	0	0	0	4	0	0	0
Pedobacter nutrimenti	23	32	0	0	57	29	0	0	0	0	0	8	0
Pedobacter suwonensis	0	0	0	0	0	0	0	0	0	0	0	0	5
Pelagibacterium luteolum	0	11	0	0	0	0	0	0	0	9	0	0	0
Pelobacter propionicus	0	0	0	0	0	0	0	0	12	0	0	0	0
Pelomonas sp. Root1217	13	110	103	19	73	37	0	86	31	19	13	16	49
Pelomonas sp. Root1237	14	119	115	21	114	34	0	146	29	52	8	15	73
Pelomonas sp. Root1444	25	189	144	60	138	90	6	199	60	35	23	35	60
Pelomonas sp. Root662	13	121	137	32	83	36	0	127	29	25	20	27	32
Peptoanaerobacter stomatis	0	0	0	0	0	0	0	0	0	0	10	0	0
Peptoniphilus sp. oral taxon 386	0	0	0	0	0	0	0	0	0	0	7	0	0
Peptostreptococcaceae bacterium oral taxon 113	0	0	0	0	0	0	12	0	0	0	114	59	0
Peptostreptococcaceae bacterium pGA-8	0	0	0	0	0	0	0	0	0	0	18	0	0
Petrimonas mucosa	0	0	0	0	0	0	0	20	0	0	0	0	0
Phaeobacter inhibens	0	0	0	0	0	0	0	0	0	0	0	0	5
Phenylobacterium sp. Root700	15	13	0	10	0	0	0	16	0	21	7	18	13
Phenylobacterium zucineum	10	22	0	11	15	0	0	19	0	5	0	9	22
Phocaeicola abscessus	0	0	0	0	0	0	0	0	0	0	470	63	0
Phormidium ambiguum	0	0	0	0	0	0	0	0	0	0	2	0	0
Phreatobacter cathodiphilus	218	146	259	33	186	48	0	0	0	71	51	89	33
Phycicoccus cremeus	0	0	0	0	0	0	0	0	0	0	0	0	25
Phycicoccus dokdonensis	0	0	0	0	0	0	0	0	0	12	0	0	17
Phycicoccus sp. Soil748	0	0	0	0	0	0	0	0	0	0	0	0	26
Phycicoccus sp. Soil803	0	0	0	0	0	6	0	0	0	0	0	0	15
Phyllobacterium myrsinacearum	28	0	0	0	0	36	0	0	0	16	63	9	19
Phytobacter ursingii	0	0	0	0	0	8	0	0	0	0	15	0	0
Pimelobacter simplex	0	0	0	7	0	0	0	0	0	16	0	0	25
Piscinibacter caeni	12	6	13	9	15	6	0	37	0	16	0	0	12
Planctomyces sp. SH-PL14	0	0	0	0	0	0	0	0	0	0	8	0	0
Planctomyces sp. SH-PL62	0	0	0	0	0	9	0	0	11	0	0	0	0
Planktothrix tepida	0	0	0	0	0	0	0	0	5	0	0	0	0
Planococcus antarcticus	0	0	0	6	0	0	0	0	0	0	0	0	0
Planococcus citreus	0	0	8	15	0	0	0	0	0	0	0	0	0
Planococcus sp. MB-3u-03	0	0	9	15	0	0	0	0	0	0	0	0	0
Plantactinospora sp. BB1	130	49	42	114	53	157	0	0	0	318	284	425	277
Plantactinospora sp. BC1	83	31	38	89	29	130	0	0	0	179	154	241	160
Plantactinospora sp. KBS50	0	0	0	0	0	0	0	0	0	0	0	0	15
Plautia stali symbiont	0	0	0	0	85	0	0	0	0	0	0	0	0
Pluralibacter gergoviae	0	0	10	0	0	0	0	0	0	0	0	0	0
Polaromonas glacialis	0	0	9	10	15	0	0	63	38	13	6	17	9
Polaromonas naphthalenivorans	0	17	9	12	19	0	0	89	45	7	12	5	6
Polaromonas sp. JS666	11	12	33	19	47	0	21	265	102	28	13	14	28
Polaromonas sp. YR568	0	0	6	8	16	0	5	42	40	17	9	12	9
Polymorphum gilvum	8	0	0	0	13	0	0	0	0	0	0	0	0
Polynucleobacter acidiphobus	0	0	0	0	0	0	0	0	0	0	7	0	0
Polynucleobacter asymbioticus	0	0	8	19	0	0	0	0	0	0	11	0	0
Polynucleobacter difficilis	20	12	0	11	19	0	0	0	0	0	0	8	0
Polynucleobacter duraquae	0	7	27	52	8	0	0	12	0	7	16	27	0
Polynucleobacter necessarius	29	18	44	70	28	5	0	53	13	9	34	15	8
Polynucleobacter sinensis	23	0	0	0	0	0	0	0	0	0	24	0	0
Polynucleobacter wuianus	0	0	0	0	0	0	0	0	0	0	13	2	0
Polynucleobacter yangtzensis	34	31	8	25	33	0	0	0	0	0	17	0	0
Porphyrobacter colymbi	17	13	0	0	12	0	0	0	0	13	6	8	0
Porphyrobacter cryptus	0	0	9	5	0	0	0	0	0	0	0	0	0
Porphyrobacter neustonensis	0	0	0	17	0	0	0	0	0	0	0	0	0
Porphyrobacter sp. AAP82	9	0	0	0	0	0	0	0	0	0	0	0	0
Porphyrobacter sp. CACIAM 03H1	20	10	0	10	11	11	0	0	0	0	6	0	0
Porphyrobacter sp. HT-58-2	0	0	0	0	0	0	0	0	0	0	3	0	0
Porphyrobacter sp. LM 6	0	0	0	7	0	0	0	0	0	4	0	0	0
Porphyromonas gingivalis	0	0	37	0	15	0	4	0	0	0	27	34	0
Porphyromonas sp. HMSC065F10	0	20	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas sp. oral taxon 278	0	0	10	0	0	0	0	0	0	0	0	0	0
Prauserella sp. PE36	0	0	0	0	0	0	0	0	0	7	0	0	0
Prevotella bivia	0	14	0	0	0	0	0	0	0	0	0	0	0
Prevotella conceptionensis	0	0	8	0	0	0	0	0	0	0	0	0	0
Prevotella copri	0	0	18	6	0	0	0	139	16	9	0	0	16
Prevotella denticola	0	0	10	0	0	0	0	0	0	0	0	0	0
Prevotella intermedia	0	0	58	0	0	0	0	0	0	0	0	0	0
Prevotella maculosa	0	0	5	0	0	0	0	0	0	0	0	0	0
Prevotella melaninogenica	0	0	37	0	0	0	0	0	0	0	0	0	0
Prevotella micans	0	0	0	0	0	0	0	0	0	0	0	0	10
Prevotella multiformis	0	0	23	0	0	0	0	0	0	0	0	0	0
Prevotella multisaccharivorax	0	0	0	0	0	0	0	0	0	0	0	0	10
Prevotella nigrescens	0	22	16	0	0	0	0	0	0	0	0	0	0
Prevotella oulorum	0	0	11	0	0	0	0	0	0	0	0	0	0
Prevotella pallens	0	0	12	0	0	0	0	0	0	0	0	0	0
Prevotella saccharolytica	0	0	10	0	0	0	11	0	0	0	0	0	0
Prevotella sp. HMSC073D09	0	0	8	0	0	0	0	0	0	0	0	0	0
Prevotella sp. oral taxon 317	0	0	10	0	0	0	0	0	0	0	0	0	0
Prevotella timonensis	9	18	0	0	6	0	0	0	0	0	0	0	0
Promicromonospora kroppenstedtii	0	0	0	0	0	0	0	0	0	0	0	0	8
Propionibacterium acidifaciens	0	0	0	0	0	0	5	0	0	0	0	0	0
Propionibacterium australiense	0	0	0	0	0	0	3	0	0	0	0	0	0
Propionibacterium cyclohexanicum	0	0	0	0	0	0	7	0	0	0	0	0	0
Propionibacterium freudenreichii	0	0	0	0	0	0	17	0	0	0	0	0	0
Propionibacterium sp. HGH0353	0	0	0	0	0	0	0	0	0	0	0	0	12
Propionibacterium sp. KPL1844	44	24	6	0	31	35	0	0	0	0	0	0	0
Propionibacterium sp. oral taxon 192	0	0	0	0	0	0	54	0	0	0	0	0	0
Prosthecobacter debontii	0	0	0	0	0	0	0	0	0	7	5	0	0
Prosthecomicrobium hirschii	0	0	0	0	0	0	0	13	5	0	0	0	0
Providencia rettgeri	29	21	0	0	40	0	0	0	0	16	0	0	0
Pseudacidovorax intermedius	22	13	6	0	34	3	0	21	0	17	0	0	8
Pseudaminobacter salicylatoxidans	7	7	0	0	11	0	0	0	0	0	0	0	0
Pseudoalteromonas sp. PLSV	0	0	0	0	0	0	0	0	0	0	0	0	9
Pseudochrobactrum asaccharolyticum	7	0	0	0	21	0	0	0	0	0	0	0	0
Pseudoclavibacter faecalis	0	0	10	10	0	0	0	0	0	0	0	0	0
Pseudoduganella violaceinigra	0	0	0	0	0	0	0	0	0	8	0	0	0
Pseudolabrys sp. Root1462	0	0	0	0	0	0	0	0	36	0	0	0	0
Pseudolabrys taiwanensis	16	18	0	11	10	0	0	0	34	0	0	0	0
Pseudomonas aeruginosa	132	81	70	62	94	41	6	891	27	26	27	33	180
Pseudomonas alcaligenes	26	3	0	0	0	0	183	7421	620	6	43	0	9
Pseudomonas alcaliphila	0	0	0	6	0	0	0	0	0	0	0	0	8
Pseudomonas amygdali	0	0	0	0	0	0	0	0	0	5	13	10	7
Pseudomonas antarctica	0	0	0	0	0	9	0	17	0	3	0	0	0
Pseudomonas azotifigens	0	0	0	0	0	12	0	0	0	11	0	0	0
Pseudomonas azotoformans	70	73	0	0	21	111	0	43	14	19	0	0	14
Pseudomonas balearica	0	0	0	0	0	0	0	40	12	0	0	0	0
Pseudomonas canadensis	0	6	0	0	0	6	0	18	0	0	0	0	0
Pseudomonas cedrina	0	0	0	0	0	0	0	16	0	0	0	0	0
Pseudomonas chengduensis	0	0	0	0	0	0	0	0	0	0	0	0	13
Pseudomonas chlororaphis	0	0	0	0	0	0	0	32	0	0	0	0	0
Pseudomonas corrugata	0	0	0	0	0	0	0	19	0	0	0	0	0
Pseudomonas extremaustralis	14	14	0	0	0	4	0	203	0	0	0	0	0
Pseudomonas flexibilis	0	0	0	0	0	0	0	0	0	0	5	0	0
Pseudomonas fluorescens	583	35	43	60	36	29	0	145	44	443	58	123	115
Pseudomonas fragi	0	13	7	19	0	0	0	14	0	14	0	0	0
Pseudomonas gingeri	0	0	0	0	0	3	0	17	0	0	0	0	0
Pseudomonas guariconensis	0	0	0	0	0	0	23	1225	81	0	6	0	0
Pseudomonas hunanensis	0	0	0	0	0	0	0	0	0	0	0	0	7
Pseudomonas indoloxydans	0	0	0	0	0	0	0	17	0	6	0	0	0
Pseudomonas linyingensis	0	0	0	0	0	0	0	21	0	0	0	0	0
Pseudomonas marginalis	0	7	9	0	0	17	0	39	11	0	0	0	0
Pseudomonas marincola	0	0	0	0	0	0	0	19	0	0	0	0	0
Pseudomonas mendocina	0	0	0	14	0	9	0	161	7	23	5	0	11
Pseudomonas monteilii	0	0	0	0	0	0	0	137	12	0	5	12	0
Pseudomonas mosselii	0	0	0	0	0	0	0	307	0	0	0	0	0
Pseudomonas nitroreducens	36	8	0	0	10	0	0	10	0	0	4	0	0
Pseudomonas oleovorans	0	0	0	0	0	10	0	0	0	17	0	0	0
Pseudomonas oryzae	0	0	0	0	0	0	0	0	0	5	0	0	0
Pseudomonas oryzihabitans	0	0	0	0	0	0	0	0	0	9	0	0	0
Pseudomonas palleroniana	0	0	0	0	0	0	0	13	0	0	0	0	0
Pseudomonas peli	0	0	0	14	0	0	0	0	0	0	0	13	0
Pseudomonas pharmafabricae	0	0	0	0	0	0	0	38	0	0	0	0	0
Pseudomonas plecoglossicida	0	0	0	0	0	0	0	13	0	0	10	0	0
Pseudomonas poae	56	28	0	0	14	16	0	10	0	0	0	0	0
Pseudomonas putida	17	19	11	7	15	0	0	47	0	22	0	6	8
Pseudomonas salomonii	0	0	0	0	0	0	0	11	0	14	0	0	0
Pseudomonas sp. 02C 26	0	0	0	0	0	7	0	0	0	0	0	0	0
Pseudomonas sp. 21	13	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. 24 E 13	492	34	45	100	0	0	20	87	68	1362	248	26	324
Pseudomonas sp. 382	0	0	0	0	9	0	0	0	0	0	0	0	0
Pseudomonas sp. BMS12	0	0	0	0	0	0	0	41	0	0	0	0	0
Pseudomonas sp. FDAARGOS_380	0	0	0	0	0	12	0	0	0	0	0	0	4
Pseudomonas sp. GM24	0	15	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. HMSC066A08	115	53	0	0	77	0	0	0	0	0	0	0	0
Pseudomonas sp. HMSC08G10	0	0	0	0	0	0	0	41	0	0	0	0	0
Pseudomonas sp. ICMP 8385	0	0	0	0	0	0	0	15	0	0	0	0	0
Pseudomonas sp. ML96	0	0	0	0	0	0	0	188	14	0	0	0	0
Pseudomonas sp. NC02	213	245	0	9	2713	6072	0	0	0	5	5	4	15
Pseudomonas sp. NS1(2017)	5	0	0	0	0	7	0	0	0	0	0	0	0
Pseudomonas sp. phDV1	0	0	0	0	0	0	0	0	0	15	0	5	0
Pseudomonas sp. R9.37	0	0	0	0	0	4	0	0	0	0	0	0	0
Pseudomonas sp. Root9	120	81	0	0	68	14	0	0	0	0	0	0	0
Pseudomonas sp. S09G 359	0	29	0	0	0	7	0	0	0	0	0	0	0
Pseudomonas sp. TKP	26	0	0	0	0	11	0	44	0	0	0	0	8
Pseudomonas sp. TMW 2.1634	0	0	0	0	0	0	0	0	0	7	0	0	12
Pseudomonas sp. URMO17WK12:I2	0	0	0	0	0	0	0	0	0	7	0	0	0
Pseudomonas stutzeri	44	31	34	135	18	21	11	447	22	54	51	43	33
Pseudomonas synxantha	0	5	0	0	0	8	0	44	13	0	0	0	0
Pseudomonas syringae	104	125	94	1729	104	1180	20	44	22	87	936	2707	54
Pseudomonas syringae group genomosp. 3	0	0	0	0	0	0	0	17	0	0	0	0	0
Pseudomonas taetrolens	0	0	0	0	0	0	0	0	0	11	0	0	0
Pseudomonas thermotolerans	0	0	0	0	0	0	0	16	0	0	0	0	0
Pseudomonas tolaasii	15	0	0	0	8	27	0	27	16	0	0	9	0
Pseudomonas trivialis	10	0	0	0	0	0	0	20	0	0	0	0	0
Pseudomonas veronii	0	0	0	0	0	0	0	32	4	0	0	0	0
Pseudomonas viridiflava	0	0	0	0	0	0	0	0	0	9	0	0	0
Pseudomonas yamanorum	29	26	0	11	186	375	29	1890	391	17	88	6	10
Pseudonocardia ammonioxydans	0	0	17	21	0	0	0	8	0	12	0	0	0
Pseudonocardia asaccharolytica	0	0	0	0	13	0	0	0	0	0	0	0	11
Pseudonocardia autotrophica	0	0	18	0	0	0	0	0	0	0	0	0	0
Pseudonocardia dioxanivorans	16	15	0	0	14	5	0	0	0	0	0	0	0
Pseudonocardia oroxyli	11	6	0	0	6	0	0	0	0	0	0	0	0
Pseudonocardia sp. AL041005-10	0	0	8	0	0	0	0	0	0	0	0	0	0
Pseudonocardia sp. CNS-139	21	24	0	0	12	8	0	0	0	7	0	0	0
Pseudonocardia sp. HH130630-07	0	0	0	0	0	0	0	0	0	0	0	0	8
Pseudonocardia sp. MH-G8	30	16	0	8	14	10	0	0	0	14	0	0	12
Pseudonocardia sp. N23	10	9	0	0	14	13	0	0	0	0	0	0	0
Pseudooceanicola marinus	0	0	0	5	0	0	0	0	0	0	0	0	0
Pseudopropionibacterium propionicum	15	0	22	0	9	0	6324	105	25	41	415	0	11
Pseudoramibacter alactolyticus	31	0	0	0	0	0	0	0	0	36	714	64	0
Pseudorhodoferax soli	613	412	14	6	564	5	0	21	0	11	0	11	38
Pseudorhodoferax sp. Leaf274	538	409	18	7	529	0	0	31	0	22	8	0	25
Pseudorhodoplanes sinuspersici	14	0	0	0	0	0	0	0	14	0	0	0	0
Pseudosporangium ferrugineum	0	0	0	0	0	0	0	0	0	3	0	0	0
Pseudoxanthomonas sp. CF125	0	0	0	0	0	0	0	0	11	0	0	0	0
Pseudoxanthomonas sp. J31	0	0	0	0	0	0	0	0	0	0	3	0	0
Pseudoxanthomonas sp. Root630	9	0	0	0	0	0	0	0	0	0	5	0	7
Pseudoxanthomonas sp. Root65	0	0	0	0	0	0	0	0	0	0	8	0	0
Pseudoxanthomonas spadix	0	21	0	0	0	0	0	0	0	18	0	0	0
Pseudoxanthomonas suwonensis	9	12	6	0	0	0	0	0	14	12	19	8	0
Pseudoxanthomonas wuyuanensis	0	0	0	3	0	0	0	0	0	0	0	0	0
Psychrobacter sp. 1501(2011)	0	0	8	0	0	0	0	0	0	0	0	0	0
Psychrobacter sp. FME2	0	0	0	0	0	0	0	37	0	0	0	0	0
Psychrobacter sp. SHUES1	0	0	10	18	0	0	0	0	0	19	0	0	5
Pulveribacter suum	0	0	0	0	19	0	0	0	0	13	0	0	7
Ralstonia insidiosa	28	0	299	307	5	0	0	0	0	6	94	8	19
Ralstonia mannitolilytica	14	12	0	12	9	6	0	18	0	3	0	0	0
Ralstonia pickettii	42	523	33	26	269	248	0	31	0	0	10	0	4
Ralstonia solanacearum	8	16	27	19	16	13	0	16	9	22	17	21	23
Ralstonia sp. 25mfcol4.1	0	0	0	0	0	0	0	40	0	0	3	0	0
Ralstonia sp. MD27	73	127	0	0	100	126	0	0	0	6	258	15	0
Ralstonia sp. NFACC01	0	0	0	0	0	5	0	0	0	0	0	0	0
Ralstonia sp. UNC404CL21Col	0	14	0	0	14	6	0	0	0	0	0	0	0
Ramlibacter tataouinensis	22	33	21	13	68	10	5	75	13	29	9	0	53
Raoultella ornithinolytica	0	0	13	0	0	0	0	0	0	7	7	0	11
Raoultibacter massiliensis	0	0	0	0	0	0	0	0	0	0	18	0	0
Raoultibacter timonensis	0	0	0	0	0	0	0	0	0	0	28	0	0
Rathayibacter iranicus	0	0	0	0	0	0	0	0	0	8	4	6	10
Rathayibacter rathayi	0	0	0	0	0	0	0	0	0	0	0	0	7
Rathayibacter sp. Leaf296	0	0	0	0	15	0	0	0	0	0	0	0	0
Reyranella massiliensis	32	71	7	24	41	73	0	48	15	5	8	17	4
Rheinheimera pacifica	0	0	0	0	0	0	0	0	0	0	14	0	0
Rhizobacter gummiphilus	9	12	5	4	15	9	0	27	16	7	0	0	16
Rhizobacter sp. OV335	0	4	9	0	9	0	0	30	16	0	15	0	8
Rhizobacter sp. Root1221	0	0	19	0	0	0	0	39	12	12	9	0	0
Rhizobacter sp. Root404	0	14	14	10	7	0	9	149	12	9	0	8	6
Rhizobiales bacterium	75	46	0	9	54	9	0	0	0	8	12	14	0
Rhizobium etli	21	0	0	0	0	0	0	0	0	13	6	0	0
Rhizobium flavum	0	0	0	0	10	0	0	0	0	0	0	0	0
Rhizobium gallicum	8	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium giardinii	25	12	0	0	14	0	0	0	0	0	0	0	0
Rhizobium leguminosarum	51	36	16	12	27	10	0	13	20	4	9	0	0
Rhizobium miluonense	9	0	0	0	0	6	0	0	0	0	14	0	0
Rhizobium rhizosphaerae	11	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. 11515TR	0	0	6	0	0	0	0	0	0	0	0	0	0
Rhizobium sp. AC27/96	16	10	0	0	24	0	0	0	0	0	0	0	0
Rhizobium sp. ACO-34A	13	0	0	0	0	0	0	0	0	0	8	0	0
Rhizobium sp. CF097	11	0	0	0	11	0	0	0	0	0	0	0	0
Rhizobium sp. Leaf155	0	0	0	2	0	0	0	0	0	0	0	0	0
Rhizobium sp. Leaf321	0	0	8	0	0	0	0	0	0	15	0	0	0
Rhizobium sp. Root1212	47	29	0	0	41	0	0	0	0	0	0	0	0
Rhizobium sp. Root651	0	0	0	0	0	0	0	0	0	0	0	6	0
Rhizobium sp. WW_1	12	21	0	0	8	0	0	0	8	0	13	0	0
Rhizobium sp. YK2	0	0	0	0	0	0	0	0	0	9	0	5	0
Rhizobium subbaraonis	50	34	0	0	43	0	0	0	0	0	0	0	0
Rhizobium tropici	0	0	0	0	0	0	0	0	0	9	0	0	8
Rhizorhabdus dicambivorans	0	21	0	7	8	0	0	0	0	0	12	0	0
Rhodanobacter denitrificans	0	18	0	0	10	5	0	0	1004	0	26	0	0
Rhodanobacter glycinis	6	25	0	0	7	9	0	0	97	0	25	0	0
Rhodanobacter sp. OR444	0	7	0	0	9	0	0	0	674	2	13	0	0
Rhodanobacter sp. OR87	0	0	0	0	0	0	0	0	292	0	16	0	0
Rhodanobacter sp. OR92	0	0	0	0	0	0	0	0	277	0	0	0	0
Rhodanobacter sp. Root561	0	9	0	0	0	10	0	0	827	0	12	0	9
Rhodanobacter sp. Root627	14	9	0	0	11	0	0	0	238	0	18	0	0
Rhodanobacter sp. Soil772	0	13	0	0	0	2	0	0	3102	6	19	0	0
Rhodobacter capsulatus	0	0	0	17	0	0	0	14	0	7	11	7	0
Rhodobacter ovatus	0	0	0	17	0	0	0	0	0	0	0	0	0
Rhodobacter sp. CZR27	0	0	0	7	0	0	0	0	0	0	0	0	0
Rhodobacter sp. LPB0142	0	0	0	10	0	0	0	0	0	0	0	0	0
Rhodobacter sphaeroides	0	0	0	23	4	0	0	19	0	0	0	0	0
Rhodobacter vinaykumarii	0	0	0	8	0	0	0	0	0	0	0	0	0
Rhodobacteraceae bacterium	6	0	0	31	2	0	0	0	0	9	0	0	0
Rhodobacteraceae bacterium PD-2	0	0	0	8	0	0	0	0	0	0	0	0	0
Rhodobacteraceae bacterium QY30	0	0	0	9	0	0	0	0	0	0	0	0	0
Rhodoblastus sphagnicola	0	0	0	0	0	0	0	0	0	2	0	0	0
Rhodococcus erythropolis	26	10	0	0	18	21	0	0	0	51	0	0	10
Rhodococcus fascians	0	0	0	0	0	136	0	0	0	0	5	0	0
Rhodococcus jostii	0	0	0	0	0	0	0	0	0	2	0	0	0
Rhodococcus phenolicus	33	12	11	36	16	40	0	0	0	73	80	87	57
Rhodococcus rhodochrous	0	0	0	0	0	0	0	0	0	0	0	0	6
Rhodococcus ruber	12	10	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. 164Chir2E	0	0	0	0	0	0	0	0	0	12	0	0	0
Rhodococcus sp. H-CA8f	0	0	0	0	0	0	0	0	0	12	0	0	0
Rhodococcus sp. Leaf225	0	0	0	0	0	0	0	27	0	0	0	0	6
Rhodococcus sp. PML026	0	0	0	0	0	8	0	0	0	0	0	0	0
Rhodococcus sp. YH3-3	0	0	0	0	0	9	0	0	0	7	0	0	0
Rhodococcus sp. YL-1	0	0	0	0	0	0	0	0	0	4	0	0	0
Rhodocyclaceae bacterium Paddy-1	17	8	0	0	9	0	0	0	0	0	0	0	0
Rhodoferax antarcticus	0	0	6	0	0	0	0	35	0	15	12	0	0
Rhodoferax ferrireducens	9	0	22	15	14	0	0	40	35	6	6	10	9
Rhodoferax koreense	25	16	11	0	26	0	0	30	15	0	0	12	25
Rhodoferax saidenbachensis	22	15	85	56	24	0	0	66	22	42	32	46	7
Rhodoluna lacicola	0	0	30	15	0	0	0	0	0	6	9	18	0
Rhodopila globiformis	0	21	0	11	20	8	0	0	0	30	0	0	0
Rhodoplanes elegans	0	0	0	10	0	0	0	0	20	0	0	0	0
Rhodoplanes piscinae	0	7	0	8	0	12	0	0	16	0	0	0	0
Rhodoplanes roseus	12	6	0	0	0	0	0	0	26	11	0	0	0
Rhodoplanes sp. Z2-YC6860	11	9	10	20	10	11	0	27	27	0	0	0	0
Rhodopseudomonas faecalis	10	10	0	0	0	0	0	0	0	0	0	0	0
Rhodopseudomonas palustris	112	134	20	35	113	44	0	38	140	43	31	40	54
Rhodopseudomonas pseudopalustris	10	8	0	0	8	0	0	0	0	0	0	0	0
Rhodopseudomonas sp. B29	14	19	0	0	17	0	0	0	12	4	0	0	0
Rhodospirillales bacterium URHD0017	42	70	34	64	69	68	13	167	40	43	26	51	16
Rhodospirillales bacterium URHD0088	0	0	0	0	0	8	0	0	62	0	0	0	0
Rhodovulum sulfidophilum	0	0	0	12	0	0	0	0	0	0	0	0	0
Romboutsia timonensis	0	0	0	14	0	0	0	0	0	0	0	0	0
Roseateles depolymerans	17	12	9	3	19	10	0	22	0	4	0	0	8
Roseateles sp. YR242	0	6	0	0	0	0	0	0	0	4	0	8	10
Roseburia faecis	0	0	0	0	0	0	0	8	0	0	0	0	0
Roseburia inulinivorans	0	0	0	0	0	0	0	24	0	0	0	0	0
Roseiarcus fermentans	0	0	0	0	0	0	0	0	0	5	0	0	0
Roseicyclus mahoneyensis	0	0	0	10	0	0	0	0	0	0	0	0	0
Roseimicrobium gellanilyticum	0	0	0	7	0	0	0	0	0	16	0	4	0
Roseinatronobacter thiooxidans	0	0	0	95	0	0	0	0	0	0	0	0	0
Roseomonas aestuarii	0	0	0	0	9	0	0	0	0	15	0	0	0
Roseomonas mucosa	0	0	0	0	0	0	0	0	0	6	0	0	0
Roseomonas rosea	0	0	0	0	0	0	0	0	0	0	0	0	4
Roseomonas stagni	74	22	0	0	36	22	0	0	0	0	0	0	0
Roseovarius indicus	0	0	0	9	0	0	0	0	0	0	0	0	0
Rothia aeria	0	10	10	0	0	0	0	0	0	0	0	0	0
Rothia mucilaginosa	0	0	0	0	0	0	0	0	0	7	0	0	0
Rubellimicrobium mesophilum	0	0	0	10	0	0	0	0	0	0	0	0	0
